省份：安徽----------------------------------------------------------------------------------------------------
省份：安徽       | 城市：安庆       | 区县：宿松县          | 代售点：宿松县汇口镇代售点                                           | 代售点地址：安徽省宿松县汇口镇德化路64号                                                     | 营业时间：0730 -1830  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳梅溪乡火车票代售处                                       | 代售点地址：岳阳梅溪乡延寿村望岳路952号门面                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳青年路火车票代售处                                       | 代售点地址：岳阳市岳阳楼区青年中路362号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳市邮政取票点                                             | 代售点地址：岳阳市站前西路290号（邮政营业大厅旁）                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳站前东路火车票售票处                                     | 代售点地址：岳阳市岳阳楼区建湘路232号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳东茅岭路火车票售票处                                     | 代售点地址：岳阳市岳阳楼区东茅岭路80号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳枫桥湖路火车票售票处                                     | 代售点地址：岳阳市岳阳楼区枫桥湖路51号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳巴陵西路火车票代售处                                     | 代售点地址：岳阳市岳阳楼区巴陵西路122号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳城陵矶火车票代售处                                       | 代售点地址：岳阳市城陵矶如海超市外2号门面                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳理工学院火车票代票处                                     | 代售点地址：岳阳市岳阳楼区理工学院474号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳洞庭北路火车票代售处                                     | 代售点地址：岳阳市岳阳楼区洞庭北路215号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳白石岭路火车票代售处                                     | 代售点地址：岳阳市经济技术开发区白石岭路346号                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳东茅岭正湘行火车票代售处                                 | 代售点地址：岳阳市岳阳楼区五里牌426号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳洛王火车票代售处                                         | 代售点地址：岳阳市岳阳楼区洛王冷水铺路112号门面                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳晚报社火车票代售处                                       | 代售点地址：岳阳市岳阳楼区南湖大道557号岳阳晚报社                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳理工学院东院火车票代售处                                 | 代售点地址：岳阳市岳阳楼区奇家岭理工学院东院                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳洞庭汽车站火车票代票处                                   | 代售点地址：岳阳市岳阳楼区洞庭大道171号洞庭汽车                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳国旅火车票代售处                                         | 代售点地址：岳阳市岳阳楼区云梦路25号岳阳国旅办公楼1楼                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳南铺街火车票代票处                                       | 代售点地址：岳阳市岳阳楼区南辅街塑料二厂家属区101号                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳冷水铺火车票代售处                                       | 代售点地址：岳阳市岳阳楼区冷水铺十字路口通达大药房旁                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳景湖湾火车票售票处                                       | 代售点地址：岳阳市岳阳楼区求索东路景湖湾小区365号门面                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳泰和大酒店火车票代售处                                   | 代售点地址：岳阳市岳阳楼区巴陵中路386号泰和大酒店                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：汨罗心连心火车票售票处                                       | 代售点地址：岳阳市汨罗市建设路心连心超市大门右侧1号门面                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳金鹗中路老干宾馆火车票代售处                             | 代售点地址：岳阳市岳阳楼区金鄂中路老干局9号门面                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳金东门大酒店火车票代售处                                 | 代售点地址：岳阳市岳阳楼区岳阳大道12号（金东门大酒店）                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳楼区        | 代售点：岳阳金鄂中路火车票代售处                                     | 代售点地址：岳阳市岳阳楼区金鄂中路248号移动大厅左侧一号门面                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳县          | 代售点：岳阳云梦西路火车票代售处                                     | 代售点地址：岳阳市岳阳县月田镇87号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳县          | 代售点：岳阳县鑫湘火车票代售处                                       | 代售点地址：岳阳市岳阳县荣家湾天鹅中路45号                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳县          | 代售点：岳阳新墙镇火车票代售处                                       | 代售点地址：岳阳市岳阳县新墙镇十二公里北街38号                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：岳阳县          | 代售点：岳阳县天鹅中路火车票售票处                                   | 代售点地址：岳阳市岳阳县天鹅中路天鹅电影院1号门面                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：云溪区          | 代售点：岳阳岳化火车代售处                                           | 代售点地址：岳阳市云溪区岳化安居大道47号                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：云溪区          | 代售点：岳阳天伦城火车票代售处                                       | 代售点地址：岳阳市岳阳楼区建湘路郁金香区135号                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：云溪区          | 代售点：岳阳岳化大道火车票代售处                                     | 代售点地址：岳阳市云溪区岳化大道岳化手机连锁超市                                             | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：云溪区          | 代售点：岳阳长炼平安火车票代售处                                     | 代售点地址：岳阳市云溪区长炼五山包洞庭美食城右侧2号门面                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：汨罗            | 代售点：汨罗营田镇火车票代售处                                       | 代售点地址：汨罗营田镇汽车站                                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：汨罗            | 代售点：汨罗长乐镇火车票代售处                                       | 代售点地址：汨罗市长乐镇步行街汽车站对面                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：汨罗            | 代售点：汨罗新市镇火车票代售处                                       | 代售点地址：汨罗市新市镇团山村十八组10号                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：汨罗            | 代售点：汨罗三江镇火车票代售处                                       | 代售点地址：汨罗市三江镇长岳北路九龙超市旁边                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：岳阳       | 区县：汨罗市          | 代售点：汨罗建设路火车票代票处                                       | 代售点地址：岳阳市汩罗市建设路1号                                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙市          | 代售点：捞刀河镇代售点                                               | 代售点地址：长沙市捞刀河镇彭家巷40号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：金合代售点                                                   | 代售点地址：星沙国际物流园B2-2                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：林英代售点                                                   | 代售点地址：长沙市星沙镇湘龙路万和生活超市                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：特立路代售点                                                 | 代售点地址：长沙星沙镇特立路66号                                                             | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：板仓北路代售点                                               | 代售点地址：星沙镇板仓北路322号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：微服代售点                                                   | 代售点地址：长沙县黄花镇黄花路236号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：干杉镇代售点                                                 | 代售点地址：长沙县干杉镇蔬菜市场旁                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：畅达代售点                                                   | 代售点地址：长沙县干杉乡高岭市西路58号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：启鸿代售点                                                   | 代售点地址：长沙市星沙开元路尚城B117号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：神州代售点                                                   | 代售点地址：长沙县朗梨镇邮政储蓄所门面                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：花桥代售点                                                   | 代售点地址：长沙市雨花区黎托乡花桥村8组                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：希英代售点                                                   | 代售点地址：长沙市暮云镇南托岭中意路786号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：振兴代售点                                                   | 代售点地址：星沙镇泉塘小区D区6路13栋148号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：白群代售点                                                   | 代售点地址：长沙县望仙东路799松雅小区F14栋                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：政华代售点                                                   | 代售点地址：长沙县朗梨镇紫东苑小区一楼门面                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：黎郡代售点                                                   | 代售点地址：长沙县黄兴镇黎郡新安小区兴盛超市                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：江背镇代售点                                                 | 代售点地址：长沙县江背镇319国道97号光明路口                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：盼盼代售点                                                   | 代售点地址：长沙泉塘村安置房二期2栋龙家宾馆内                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：林语代售点                                                   | 代售点地址：长沙县东方红镇保利麓谷林语B1栋116号                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：星沙臻耘票务代售点                                           | 代售点地址：长沙市星沙镇汽车站旁5区23栋                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：洞井镇代售点                                                 | 代售点地址：长沙县洞井镇雨花机电市场凯旋龙酒店                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：龙喜代售点                                                   | 代售点地址：星沙办事处龙喜路金岸时尚特区12号门面                                             | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：青平代售点                                                   | 代售点地址：长沙市长沙县圭塘街道大塘村安置小区门面                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：山水人家代售点                                               | 代售点地址：长沙县星沙镇开元西路18号山水人家M6号                                             | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：世景华庭代售点                                               | 代售点地址：长沙市星沙镇万家丽北路57号世景华庭4栋103                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：湘龙街道办事处代售点                                         | 代售点地址：长沙县湘龙街道办事处湘绣城F1栋附1号                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：湘龙中南代售点                                               | 代售点地址：长沙县湘龙街道办事处中南汽车世界L06栋125号                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：双拥路代售点                                                 | 代售点地址：长沙市开福区双拥路科大佳园南苑银杏苑7栋107门面                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：长沙县          | 代售点：广铁青旅紫晶代售点                                           | 代售点地址：长沙经济开发区空港城大元大元路盛地领航城10栋1层117号门面                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：春华镇          | 代售点：广东铁青邮政代售点                                           | 代售点地址：长沙市春华镇新街道77号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：浏阳       | 区县：大瑶镇          | 代售点：新城代售点                                                   | 代售点地址：浏阳市大瑶镇花炮大道1栋5号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：黄花镇          | 代售点：丁家岭代售点                                                 | 代售点地址：丁家岭安置小区15栋                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：云翔代售点                                                   | 代售点地址：长沙市开福区中山西路226号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：城北代售点                                                   | 代售点地址：长沙市东风路265号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：华通代售点                                                   | 代售点地址：长沙市迎宾路181号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：天宸代售点                                                   | 代售点地址：长沙市德雅路926号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：海外代售点                                                   | 代售点地址：长沙市黄兴北路89号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：德雅路售票点                                                 | 代售点地址：长沙市德雅路132号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：蔡锷北路代售点                                               | 代售点地址：长沙市蔡锷北路429号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：连风代售点                                                   | 代售点地址：长沙市开福区五一大道2号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：云创代售点                                                   | 代售点地址：湘江世纪城金北路10017号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：创联代售点                                                   | 代售点地址：长沙市芙蓉南路中段392号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：马栏山代售点                                                 | 代售点地址：长沙市开福区佳享路23号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：俊雄代售点                                                   | 代售点地址：长沙市芙蓉区车站北路443号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：运和代售点                                                   | 代售点地址：广福元华章路C-9（湘江世纪城）                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：汽车北站代售点                                               | 代售点地址：长沙市开福区汽车北侯车室内                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：三一大道代售点                                               | 代售点地址：长沙市开福区三一大道374号门面                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：月湖代售点                                                   | 代售点地址：长沙市开福区洪山旅游局月湖小区1号                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：长沙市开福区医大火车票代售点                                 | 代售点地址：长沙市湘雅大酒店                                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：广铁青旅社科院代售点                                         | 代售点地址：长沙市开福区麻园岭巷43号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：自由人代售点                                                 | 代售点地址：长沙市开福区金泰路199号湘江世纪城                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：好来登代售点                                                 | 代售点地址：长沙市芙蓉中路191号（好来登酒店）                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：千里马代售点                                                 | 代售点地址：长沙市芙蓉区蔡锷路150号家润多分店                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：万国城代售点                                                 | 代售点地址：长沙市开福区福元路199号尚润超市内                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：洪西代售点                                                   | 代售点地址：长沙市万家丽北路洪西小区13栋4号门面                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：咏江苑代售点                                                 | 代售点地址：长沙市开福区湘江世纪城凤亭路口15号                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：浏阳河广电代售点                                             | 代售点地址：长沙三一大道浏阳河桥东湖南广电                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：德雅村代售点                                                 | 代售点地址：长沙市开福区德雅路科大东门14号楼8号                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：湖南省中青旅国际旅行社有限公司                               | 代售点地址：长沙市营盘东路25号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：七九代售点                                                   | 代售点地址：开福区伍家岭北长捞路008号001栋106号门面                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：伍家岭火车票售票处                                           | 代售点地址：长沙市芙蓉中路一段天健1－4栋101号                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：长沙市开福区北城火车票代售点                                 | 代售点地址：长沙市开福区三一大道273号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：刘双娇代售点                                                 | 代售点地址：长沙市开福区捞刀河镇银港佳园负一栋3号门面                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：曙光宾馆代售点                                               | 代售点地址：开福区华厦新一佳对面华厦路166号曙光宾馆                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：长沙市开福区洪山桥长大票务代售点                             | 代售点地址：长沙市开福区洪山路49号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：长沙市开福区羽豪票务代理有限公司                             | 代售点地址：长沙市开福区东风路188号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：国防科大代售点                                               | 代售点地址：长沙市开福区国防科大军人服务社珊珊超市楼下北一号门面                             | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：开福区          | 代售点：长沙市开福区沃泰代售点                                       | 代售点地址：长沙市开福区顺天北国风光小区20栋107号                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：暮云镇          | 代售点：长沙县暮云镇理工票务代售点                                   | 代售点地址：长沙市长沙县暮云镇高云安置区三区102－1号                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：历经铺代售点                                                 | 代售点地址：宁乡县楚沩东路608                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：鑫运代售点                                                   | 代售点地址：宁乡县玉潭镇东沩南路79号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：黄材镇代售点                                                 | 代售点地址：宁乡县黄材镇清洋村黄宁路                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：鑫旺代售点                                                   | 代售点地址：宁乡县玉潭镇环一北路101-401号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：东沩代售点                                                   | 代售点地址：宁乡县玉潭镇花明北路刘家苑196号                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：峰舜镇代售点                                                 | 代售点地址：宁乡县双凫铺镇宁横路金中家电对面                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：润发代售点                                                   | 代售点地址：宁乡县玉潭镇花明北路（大润发广场）                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：名流代售点                                                   | 代售点地址：长沙市宁乡县白马桥乡正农社区白马南路65号                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：宁乡县宁宾火车票代售服务部                                   | 代售点地址：宁乡县玉潭镇楚沩中路164号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县          | 代售点：龙安代售点                                                   | 代售点地址：长沙市宁乡县玉谭镇人民路8号（美维雅大酒店）                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：宁乡县灰汤镇    | 代售点：长沙市宁乡县灰汤代售点                                       | 代售点地址：长沙市宁乡县灰汤镇村刘家组9号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：太平桥镇        | 代售点：广东铁青邮政代售点                                           | 代售点地址：浏阳市太平桥镇景泰路80号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：唐宝代售点                                                   | 代售点地址：长沙市南大桥安居城6栋105号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：唐氏代售点                                                   | 代售点地址：长沙市青园路298号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：铁道代售点                                                   | 代售点地址：长沙市韶山南路22号                                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：广电代售点                                                   | 代售点地址：长沙市劳动西路221号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：欧亚达代售点                                                 | 代售点地址：长沙市万家路346号                                                                | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：宇虹代售点                                                   | 代售点地址：长沙市芙蓉南路368号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：理工大学代售点                                               | 代售点地址：长沙市赤岭路45号                                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：城南路代售点                                                 | 代售点地址：长沙市城南西路109号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：二一六代售点                                                 | 代售点地址：长沙市曙光中路331号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：皓敬代售点                                                   | 代售点地址：长沙市天心区三兴街76号                                                           | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：艳平代售点                                                   | 代售点地址：长沙市天心区书院南路84号                                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：奥林匹克代售点                                               | 代售点地址：湘府路奥林匹克花园189号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：澎达代售点                                                   | 代售点地址：长沙市青园路附12号12栋106号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：阿甘代售点                                                   | 代售点地址：长沙市天心区五一路太平街137号                                                    | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：火车南站代售点                                               | 代售点地址：长沙市南湖路森宇佳园1栋107号                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：文源代售点                                                   | 代售点地址：天心区万福路科大青园学生公寓17号                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：湖南       | 城市：长沙       | 区县：天心区          | 代售点：长沙市天心区三圆站外售票点                                   | 代售点地址：长沙市劳动西路344号                                                              | 营业时间：0800 -1800  | 窗口数量：1 
